,ICD-10-CM Code,ICD-10-CM Code Description,CCSR Category,CCSR Category Description,Default CCSR (Y/N/X),Rationale,ICD10 description,Risk factors description
664,E10.3542,"Type 1 diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, left eye",END004,"Diabetes mellitus, Type 1",N,02 Diabetes mellitus,E10 Type 1 diabetes mellitus,Diabetes
665,E10.3543,"Type 1 diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, bilateral",END003,Diabetes mellitus with complication,Y,02 Diabetes mellitus,E10 Type 1 diabetes mellitus,Diabetes
666,E10.3543,"Type 1 diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, bilateral",END004,"Diabetes mellitus, Type 1",N,02 Diabetes mellitus,E10 Type 1 diabetes mellitus,Diabetes
667,E10.3549,"Type 1 diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, unspecified eye",END003,Diabetes mellitus with complication,Y,02 Diabetes mellitus,E10 Type 1 diabetes mellitus,Diabetes
668,E10.3549,"Type 1 diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, unspecified eye",END004,"Diabetes mellitus, Type 1",N,02 Diabetes mellitus,E10 Type 1 diabetes mellitus,Diabetes
669,E10.3551,"Type 1 diabetes mellitus with stable proliferative diabetic retinopathy, right eye",END003,Diabetes mellitus with complication,Y,02 Diabetes mellitus,E10 Type 1 diabetes mellitus,Diabetes
670,E10.3551,"Type 1 diabetes mellitus with stable proliferative diabetic retinopathy, right eye",END004,"Diabetes mellitus, Type 1",N,02 Diabetes mellitus,E10 Type 1 diabetes mellitus,Diabetes
671,E10.3552,"Type 1 diabetes mellitus with stable proliferative diabetic retinopathy, left eye",END003,Diabetes mellitus with complication,Y,02 Diabetes mellitus,E10 Type 1 diabetes mellitus,Diabetes
672,E10.3552,"Type 1 diabetes mellitus with stable proliferative diabetic retinopathy, left eye",END004,"Diabetes mellitus, Type 1",N,02 Diabetes mellitus,E10 Type 1 diabetes mellitus,Diabetes
673,E10.3553,"Type 1 diabetes mellitus with stable proliferative diabetic retinopathy, bilateral",END003,Diabetes mellitus with complication,Y,02 Diabetes mellitus,E10 Type 1 diabetes mellitus,Diabetes
674,E10.3553,"Type 1 diabetes mellitus with stable proliferative diabetic retinopathy, bilateral",END004,"Diabetes mellitus, Type 1",N,02 Diabetes mellitus,E10 Type 1 diabetes mellitus,Diabetes
675,E10.3559,"Type 1 diabetes mellitus with stable proliferative diabetic retinopathy, unspecified eye",END003,Diabetes mellitus with complication,Y,02 Diabetes mellitus,E10 Type 1 diabetes mellitus,Diabetes
676,E10.3559,"Type 1 diabetes mellitus with stable proliferative diabetic retinopathy, unspecified eye",END004,"Diabetes mellitus, Type 1",N,02 Diabetes mellitus,E10 Type 1 diabetes mellitus,Diabetes
677,E10.359,Type 1 diabetes mellitus with proliferative diabetic retinopathy without macular edema,END003,Diabetes mellitus with complication,Y,02 Diabetes mellitus,E10 Type 1 diabetes mellitus,Diabetes
678,E10.359,Type 1 diabetes mellitus with proliferative diabetic retinopathy without macular edema,END004,"Diabetes mellitus, Type 1",N,02 Diabetes mellitus,E10 Type 1 diabetes mellitus,Diabetes
679,E10.3591,"Type 1 diabetes mellitus with proliferative diabetic retinopathy without macular edema, right eye",END003,Diabetes mellitus with complication,Y,02 Diabetes mellitus,E10 Type 1 diabetes mellitus,Diabetes
680,E10.3591,"Type 1 diabetes mellitus with proliferative diabetic retinopathy without macular edema, right eye",END004,"Diabetes mellitus, Type 1",N,02 Diabetes mellitus,E10 Type 1 diabetes mellitus,Diabetes
681,E10.3592,"Type 1 diabetes mellitus with proliferative diabetic retinopathy without macular edema, left eye",END003,Diabetes mellitus with complication,Y,02 Diabetes mellitus,E10 Type 1 diabetes mellitus,Diabetes
682,E10.3592,"Type 1 diabetes mellitus with proliferative diabetic retinopathy without macular edema, left eye",END004,"Diabetes mellitus, Type 1",N,02 Diabetes mellitus,E10 Type 1 diabetes mellitus,Diabetes
683,E10.3593,"Type 1 diabetes mellitus with proliferative diabetic retinopathy without macular edema, bilateral",END003,Diabetes mellitus with complication,Y,02 Diabetes mellitus,E10 Type 1 diabetes mellitus,Diabetes
684,E10.3593,"Type 1 diabetes mellitus with proliferative diabetic retinopathy without macular edema, bilateral",END004,"Diabetes mellitus, Type 1",N,02 Diabetes mellitus,E10 Type 1 diabetes mellitus,Diabetes
685,E10.3599,"Type 1 diabetes mellitus with proliferative diabetic retinopathy without macular edema, unspecified eye",END003,Diabetes mellitus with complication,Y,02 Diabetes mellitus,E10 Type 1 diabetes mellitus,Diabetes
686,E10.3599,"Type 1 diabetes mellitus with proliferative diabetic retinopathy without macular edema, unspecified eye",END004,"Diabetes mellitus, Type 1",N,02 Diabetes mellitus,E10 Type 1 diabetes mellitus,Diabetes
687,E10.36,Type 1 diabetes mellitus with diabetic cataract,END003,Diabetes mellitus with complication,Y,02 Diabetes mellitus,E10 Type 1 diabetes mellitus,Diabetes
688,E10.36,Type 1 diabetes mellitus with diabetic cataract,END004,"Diabetes mellitus, Type 1",N,02 Diabetes mellitus,E10 Type 1 diabetes mellitus,Diabetes
689,E10.37X1,"Type 1 diabetes mellitus with diabetic macular edema, resolved following treatment, right eye",END003,Diabetes mellitus with complication,Y,02 Diabetes mellitus,E10 Type 1 diabetes mellitus,Diabetes
690,E10.37X1,"Type 1 diabetes mellitus with diabetic macular edema, resolved following treatment, right eye",END004,"Diabetes mellitus, Type 1",N,02 Diabetes mellitus,E10 Type 1 diabetes mellitus,Diabetes
691,E10.37X2,"Type 1 diabetes mellitus with diabetic macular edema, resolved following treatment, left eye",END003,Diabetes mellitus with complication,Y,02 Diabetes mellitus,E10 Type 1 diabetes mellitus,Diabetes
692,E10.37X2,"Type 1 diabetes mellitus with diabetic macular edema, resolved following treatment, left eye",END004,"Diabetes mellitus, Type 1",N,02 Diabetes mellitus,E10 Type 1 diabetes mellitus,Diabetes
693,E10.37X3,"Type 1 diabetes mellitus with diabetic macular edema, resolved following treatment, bilateral",END003,Diabetes mellitus with complication,Y,02 Diabetes mellitus,E10 Type 1 diabetes mellitus,Diabetes
694,E10.37X3,"Type 1 diabetes mellitus with diabetic macular edema, resolved following treatment, bilateral",END004,"Diabetes mellitus, Type 1",N,02 Diabetes mellitus,E10 Type 1 diabetes mellitus,Diabetes
695,E10.37X9,"Type 1 diabetes mellitus with diabetic macular edema, resolved following treatment, unspecified eye",END003,Diabetes mellitus with complication,Y,02 Diabetes mellitus,E10 Type 1 diabetes mellitus,Diabetes
696,E10.37X9,"Type 1 diabetes mellitus with diabetic macular edema, resolved following treatment, unspecified eye",END004,"Diabetes mellitus, Type 1",N,02 Diabetes mellitus,E10 Type 1 diabetes mellitus,Diabetes
697,E10.39,Type 1 diabetes mellitus with other diabetic ophthalmic complication,END003,Diabetes mellitus with complication,Y,02 Diabetes mellitus,E10 Type 1 diabetes mellitus,Diabetes
698,E10.39,Type 1 diabetes mellitus with other diabetic ophthalmic complication,END004,"Diabetes mellitus, Type 1",N,02 Diabetes mellitus,E10 Type 1 diabetes mellitus,Diabetes
699,E10.40,"Type 1 diabetes mellitus with diabetic neuropathy, unspecified",END003,Diabetes mellitus with complication,Y,02 Diabetes mellitus,E10 Type 1 diabetes mellitus,Diabetes
700,E10.40,"Type 1 diabetes mellitus with diabetic neuropathy, unspecified",END004,"Diabetes mellitus, Type 1",N,02 Diabetes mellitus,E10 Type 1 diabetes mellitus,Diabetes
701,E10.41,Type 1 diabetes mellitus with diabetic mononeuropathy,END003,Diabetes mellitus with complication,Y,02 Diabetes mellitus,E10 Type 1 diabetes mellitus,Diabetes
702,E10.41,Type 1 diabetes mellitus with diabetic mononeuropathy,END004,"Diabetes mellitus, Type 1",N,02 Diabetes mellitus,E10 Type 1 diabetes mellitus,Diabetes
703,E10.42,Type 1 diabetes mellitus with diabetic polyneuropathy,END003,Diabetes mellitus with complication,Y,02 Diabetes mellitus,E10 Type 1 diabetes mellitus,Diabetes
704,E10.42,Type 1 diabetes mellitus with diabetic polyneuropathy,END004,"Diabetes mellitus, Type 1",N,02 Diabetes mellitus,E10 Type 1 diabetes mellitus,Diabetes
705,E10.43,Type 1 diabetes mellitus with diabetic autonomic (poly)neuropathy,END003,Diabetes mellitus with complication,Y,02 Diabetes mellitus,E10 Type 1 diabetes mellitus,Diabetes
706,E10.43,Type 1 diabetes mellitus with diabetic autonomic (poly)neuropathy,END004,"Diabetes mellitus, Type 1",N,02 Diabetes mellitus,E10 Type 1 diabetes mellitus,Diabetes
707,E10.44,Type 1 diabetes mellitus with diabetic amyotrophy,END003,Diabetes mellitus with complication,Y,02 Diabetes mellitus,E10 Type 1 diabetes mellitus,Diabetes
708,E10.44,Type 1 diabetes mellitus with diabetic amyotrophy,END004,"Diabetes mellitus, Type 1",N,02 Diabetes mellitus,E10 Type 1 diabetes mellitus,Diabetes
709,E10.49,Type 1 diabetes mellitus with other diabetic neurological complication,END003,Diabetes mellitus with complication,Y,02 Diabetes mellitus,E10 Type 1 diabetes mellitus,Diabetes
710,E10.49,Type 1 diabetes mellitus with other diabetic neurological complication,END004,"Diabetes mellitus, Type 1",N,02 Diabetes mellitus,E10 Type 1 diabetes mellitus,Diabetes
711,E10.51,Type 1 diabetes mellitus with diabetic peripheral angiopathy without gangrene,END003,Diabetes mellitus with complication,Y,02 Diabetes mellitus,E10 Type 1 diabetes mellitus,Diabetes
712,E10.51,Type 1 diabetes mellitus with diabetic peripheral angiopathy without gangrene,END004,"Diabetes mellitus, Type 1",N,02 Diabetes mellitus,E10 Type 1 diabetes mellitus,Diabetes
713,E10.52,Type 1 diabetes mellitus with diabetic peripheral angiopathy with gangrene,END003,Diabetes mellitus with complication,Y,02 Diabetes mellitus,E10 Type 1 diabetes mellitus,Diabetes
714,E10.52,Type 1 diabetes mellitus with diabetic peripheral angiopathy with gangrene,END004,"Diabetes mellitus, Type 1",N,02 Diabetes mellitus,E10 Type 1 diabetes mellitus,Diabetes
715,E10.59,Type 1 diabetes mellitus with other circulatory complications,END003,Diabetes mellitus with complication,Y,02 Diabetes mellitus,E10 Type 1 diabetes mellitus,Diabetes
716,E10.59,Type 1 diabetes mellitus with other circulatory complications,END004,"Diabetes mellitus, Type 1",N,02 Diabetes mellitus,E10 Type 1 diabetes mellitus,Diabetes
717,E10.610,Type 1 diabetes mellitus with diabetic neuropathic arthropathy,END003,Diabetes mellitus with complication,Y,02 Diabetes mellitus,E10 Type 1 diabetes mellitus,Diabetes
718,E10.610,Type 1 diabetes mellitus with diabetic neuropathic arthropathy,END004,"Diabetes mellitus, Type 1",N,02 Diabetes mellitus,E10 Type 1 diabetes mellitus,Diabetes
719,E10.618,Type 1 diabetes mellitus with other diabetic arthropathy,END003,Diabetes mellitus with complication,Y,02 Diabetes mellitus,E10 Type 1 diabetes mellitus,Diabetes
720,E10.618,Type 1 diabetes mellitus with other diabetic arthropathy,END004,"Diabetes mellitus, Type 1",N,02 Diabetes mellitus,E10 Type 1 diabetes mellitus,Diabetes
721,E10.620,Type 1 diabetes mellitus with diabetic dermatitis,END003,Diabetes mellitus with complication,Y,02 Diabetes mellitus,E10 Type 1 diabetes mellitus,Diabetes
722,E10.620,Type 1 diabetes mellitus with diabetic dermatitis,END004,"Diabetes mellitus, Type 1",N,02 Diabetes mellitus,E10 Type 1 diabetes mellitus,Diabetes
723,E10.621,Type 1 diabetes mellitus with foot ulcer,END003,Diabetes mellitus with complication,Y,02 Diabetes mellitus,E10 Type 1 diabetes mellitus,Diabetes
724,E10.621,Type 1 diabetes mellitus with foot ulcer,END004,"Diabetes mellitus, Type 1",N,02 Diabetes mellitus,E10 Type 1 diabetes mellitus,Diabetes
725,E10.622,Type 1 diabetes mellitus with other skin ulcer,END003,Diabetes mellitus with complication,Y,02 Diabetes mellitus,E10 Type 1 diabetes mellitus,Diabetes
726,E10.622,Type 1 diabetes mellitus with other skin ulcer,END004,"Diabetes mellitus, Type 1",N,02 Diabetes mellitus,E10 Type 1 diabetes mellitus,Diabetes
727,E10.628,Type 1 diabetes mellitus with other skin complications,END003,Diabetes mellitus with complication,Y,02 Diabetes mellitus,E10 Type 1 diabetes mellitus,Diabetes
728,E10.628,Type 1 diabetes mellitus with other skin complications,END004,"Diabetes mellitus, Type 1",N,02 Diabetes mellitus,E10 Type 1 diabetes mellitus,Diabetes
729,E10.630,Type 1 diabetes mellitus with periodontal disease,END003,Diabetes mellitus with complication,Y,02 Diabetes mellitus,E10 Type 1 diabetes mellitus,Diabetes
730,E10.630,Type 1 diabetes mellitus with periodontal disease,END004,"Diabetes mellitus, Type 1",N,02 Diabetes mellitus,E10 Type 1 diabetes mellitus,Diabetes
731,E10.638,Type 1 diabetes mellitus with other oral complications,END003,Diabetes mellitus with complication,Y,02 Diabetes mellitus,E10 Type 1 diabetes mellitus,Diabetes
732,E10.638,Type 1 diabetes mellitus with other oral complications,END004,"Diabetes mellitus, Type 1",N,02 Diabetes mellitus,E10 Type 1 diabetes mellitus,Diabetes
733,E10.641,Type 1 diabetes mellitus with hypoglycemia with coma,END003,Diabetes mellitus with complication,Y,02 Diabetes mellitus,E10 Type 1 diabetes mellitus,Diabetes
734,E10.641,Type 1 diabetes mellitus with hypoglycemia with coma,END004,"Diabetes mellitus, Type 1",N,02 Diabetes mellitus,E10 Type 1 diabetes mellitus,Diabetes
735,E10.649,Type 1 diabetes mellitus with hypoglycemia without coma,END003,Diabetes mellitus with complication,Y,02 Diabetes mellitus,E10 Type 1 diabetes mellitus,Diabetes
736,E10.649,Type 1 diabetes mellitus with hypoglycemia without coma,END004,"Diabetes mellitus, Type 1",N,02 Diabetes mellitus,E10 Type 1 diabetes mellitus,Diabetes
737,E10.65,Type 1 diabetes mellitus with hyperglycemia,END003,Diabetes mellitus with complication,Y,02 Diabetes mellitus,E10 Type 1 diabetes mellitus,Diabetes
738,E10.65,Type 1 diabetes mellitus with hyperglycemia,END004,"Diabetes mellitus, Type 1",N,02 Diabetes mellitus,E10 Type 1 diabetes mellitus,Diabetes
739,E10.69,Type 1 diabetes mellitus with other specified complication,END003,Diabetes mellitus with complication,Y,02 Diabetes mellitus,E10 Type 1 diabetes mellitus,Diabetes
740,E10.69,Type 1 diabetes mellitus with other specified complication,END004,"Diabetes mellitus, Type 1",N,02 Diabetes mellitus,E10 Type 1 diabetes mellitus,Diabetes
741,E10.8,Type 1 diabetes mellitus with unspecified complications,END003,Diabetes mellitus with complication,Y,02 Diabetes mellitus,E10 Type 1 diabetes mellitus,Diabetes
742,E10.8,Type 1 diabetes mellitus with unspecified complications,END004,"Diabetes mellitus, Type 1",N,02 Diabetes mellitus,E10 Type 1 diabetes mellitus,Diabetes
743,E10.9,Type 1 diabetes mellitus without complications,END002,Diabetes mellitus without complication,Y,02 Diabetes mellitus,E10 Type 1 diabetes mellitus,Diabetes
744,E10.9,Type 1 diabetes mellitus without complications,END004,"Diabetes mellitus, Type 1",N,02 Diabetes mellitus,E10 Type 1 diabetes mellitus,Diabetes
