ICD-10-CM Code,ICD-10-CM Code Description,CCSR Category,CCSR Category Description,Default CCSR (Y/N/X),Rationale,ICD10 description,Risk factors description
E113491,"Type 2 diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema, right eye",END005,"Diabetes mellitus, Type 2",N,02 Diabetes mellitus,E11 Type 2 diabetes mellitus,Diabetes
E113492,"Type 2 diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema, left eye",END003,Diabetes mellitus with complication,Y,02 Diabetes mellitus,E11 Type 2 diabetes mellitus,Diabetes
E113492,"Type 2 diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema, left eye",END005,"Diabetes mellitus, Type 2",N,02 Diabetes mellitus,E11 Type 2 diabetes mellitus,Diabetes
E113493,"Type 2 diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema, bilateral",END003,Diabetes mellitus with complication,Y,02 Diabetes mellitus,E11 Type 2 diabetes mellitus,Diabetes
E113493,"Type 2 diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema, bilateral",END005,"Diabetes mellitus, Type 2",N,02 Diabetes mellitus,E11 Type 2 diabetes mellitus,Diabetes
E113499,"Type 2 diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema, unspecified eye",END003,Diabetes mellitus with complication,Y,02 Diabetes mellitus,E11 Type 2 diabetes mellitus,Diabetes
E113499,"Type 2 diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema, unspecified eye",END005,"Diabetes mellitus, Type 2",N,02 Diabetes mellitus,E11 Type 2 diabetes mellitus,Diabetes
E11351,Type 2 diabetes mellitus with proliferative diabetic retinopathy with macular edema,END003,Diabetes mellitus with complication,Y,02 Diabetes mellitus,E11 Type 2 diabetes mellitus,Diabetes
E11351,Type 2 diabetes mellitus with proliferative diabetic retinopathy with macular edema,END005,"Diabetes mellitus, Type 2",N,02 Diabetes mellitus,E11 Type 2 diabetes mellitus,Diabetes
E113511,"Type 2 diabetes mellitus with proliferative diabetic retinopathy with macular edema, right eye",END003,Diabetes mellitus with complication,Y,02 Diabetes mellitus,E11 Type 2 diabetes mellitus,Diabetes
E113511,"Type 2 diabetes mellitus with proliferative diabetic retinopathy with macular edema, right eye",END005,"Diabetes mellitus, Type 2",N,02 Diabetes mellitus,E11 Type 2 diabetes mellitus,Diabetes
E113512,"Type 2 diabetes mellitus with proliferative diabetic retinopathy with macular edema, left eye",END003,Diabetes mellitus with complication,Y,02 Diabetes mellitus,E11 Type 2 diabetes mellitus,Diabetes
E113512,"Type 2 diabetes mellitus with proliferative diabetic retinopathy with macular edema, left eye",END005,"Diabetes mellitus, Type 2",N,02 Diabetes mellitus,E11 Type 2 diabetes mellitus,Diabetes
E113513,"Type 2 diabetes mellitus with proliferative diabetic retinopathy with macular edema, bilateral",END003,Diabetes mellitus with complication,Y,02 Diabetes mellitus,E11 Type 2 diabetes mellitus,Diabetes
E113513,"Type 2 diabetes mellitus with proliferative diabetic retinopathy with macular edema, bilateral",END005,"Diabetes mellitus, Type 2",N,02 Diabetes mellitus,E11 Type 2 diabetes mellitus,Diabetes
E113519,"Type 2 diabetes mellitus with proliferative diabetic retinopathy with macular edema, unspecified eye",END003,Diabetes mellitus with complication,Y,02 Diabetes mellitus,E11 Type 2 diabetes mellitus,Diabetes
E113519,"Type 2 diabetes mellitus with proliferative diabetic retinopathy with macular edema, unspecified eye",END005,"Diabetes mellitus, Type 2",N,02 Diabetes mellitus,E11 Type 2 diabetes mellitus,Diabetes
E113521,"Type 2 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula, right eye",END003,Diabetes mellitus with complication,Y,02 Diabetes mellitus,E11 Type 2 diabetes mellitus,Diabetes
E113521,"Type 2 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula, right eye",END005,"Diabetes mellitus, Type 2",N,02 Diabetes mellitus,E11 Type 2 diabetes mellitus,Diabetes
E113522,"Type 2 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula, left eye",END003,Diabetes mellitus with complication,Y,02 Diabetes mellitus,E11 Type 2 diabetes mellitus,Diabetes
E113522,"Type 2 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula, left eye",END005,"Diabetes mellitus, Type 2",N,02 Diabetes mellitus,E11 Type 2 diabetes mellitus,Diabetes
E113523,"Type 2 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula, bilateral",END003,Diabetes mellitus with complication,Y,02 Diabetes mellitus,E11 Type 2 diabetes mellitus,Diabetes
E113523,"Type 2 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula, bilateral",END005,"Diabetes mellitus, Type 2",N,02 Diabetes mellitus,E11 Type 2 diabetes mellitus,Diabetes
E113529,"Type 2 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula, unspecified eye",END003,Diabetes mellitus with complication,Y,02 Diabetes mellitus,E11 Type 2 diabetes mellitus,Diabetes
E113529,"Type 2 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula, unspecified eye",END005,"Diabetes mellitus, Type 2",N,02 Diabetes mellitus,E11 Type 2 diabetes mellitus,Diabetes
E113531,"Type 2 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, right eye",END003,Diabetes mellitus with complication,Y,02 Diabetes mellitus,E11 Type 2 diabetes mellitus,Diabetes
E113531,"Type 2 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, right eye",END005,"Diabetes mellitus, Type 2",N,02 Diabetes mellitus,E11 Type 2 diabetes mellitus,Diabetes
E113532,"Type 2 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, left eye",END003,Diabetes mellitus with complication,Y,02 Diabetes mellitus,E11 Type 2 diabetes mellitus,Diabetes
E113532,"Type 2 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, left eye",END005,"Diabetes mellitus, Type 2",N,02 Diabetes mellitus,E11 Type 2 diabetes mellitus,Diabetes
E113533,"Type 2 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, bilateral",END003,Diabetes mellitus with complication,Y,02 Diabetes mellitus,E11 Type 2 diabetes mellitus,Diabetes
E113533,"Type 2 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, bilateral",END005,"Diabetes mellitus, Type 2",N,02 Diabetes mellitus,E11 Type 2 diabetes mellitus,Diabetes
E113539,"Type 2 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, unspecified eye",END003,Diabetes mellitus with complication,Y,02 Diabetes mellitus,E11 Type 2 diabetes mellitus,Diabetes
E113539,"Type 2 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, unspecified eye",END005,"Diabetes mellitus, Type 2",N,02 Diabetes mellitus,E11 Type 2 diabetes mellitus,Diabetes
E113541,"Type 2 diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, right eye",END003,Diabetes mellitus with complication,Y,02 Diabetes mellitus,E11 Type 2 diabetes mellitus,Diabetes
E113541,"Type 2 diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, right eye",END005,"Diabetes mellitus, Type 2",N,02 Diabetes mellitus,E11 Type 2 diabetes mellitus,Diabetes
E113542,"Type 2 diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, left eye",END003,Diabetes mellitus with complication,Y,02 Diabetes mellitus,E11 Type 2 diabetes mellitus,Diabetes
E113542,"Type 2 diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, left eye",END005,"Diabetes mellitus, Type 2",N,02 Diabetes mellitus,E11 Type 2 diabetes mellitus,Diabetes
E113543,"Type 2 diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, bilateral",END003,Diabetes mellitus with complication,Y,02 Diabetes mellitus,E11 Type 2 diabetes mellitus,Diabetes
E113543,"Type 2 diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, bilateral",END005,"Diabetes mellitus, Type 2",N,02 Diabetes mellitus,E11 Type 2 diabetes mellitus,Diabetes
E113549,"Type 2 diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, unspecified eye",END003,Diabetes mellitus with complication,Y,02 Diabetes mellitus,E11 Type 2 diabetes mellitus,Diabetes
E113549,"Type 2 diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, unspecified eye",END005,"Diabetes mellitus, Type 2",N,02 Diabetes mellitus,E11 Type 2 diabetes mellitus,Diabetes
E113551,"Type 2 diabetes mellitus with stable proliferative diabetic retinopathy, right eye",END003,Diabetes mellitus with complication,Y,02 Diabetes mellitus,E11 Type 2 diabetes mellitus,Diabetes
E113551,"Type 2 diabetes mellitus with stable proliferative diabetic retinopathy, right eye",END005,"Diabetes mellitus, Type 2",N,02 Diabetes mellitus,E11 Type 2 diabetes mellitus,Diabetes
E113552,"Type 2 diabetes mellitus with stable proliferative diabetic retinopathy, left eye",END003,Diabetes mellitus with complication,Y,02 Diabetes mellitus,E11 Type 2 diabetes mellitus,Diabetes
E113552,"Type 2 diabetes mellitus with stable proliferative diabetic retinopathy, left eye",END005,"Diabetes mellitus, Type 2",N,02 Diabetes mellitus,E11 Type 2 diabetes mellitus,Diabetes
E113553,"Type 2 diabetes mellitus with stable proliferative diabetic retinopathy, bilateral",END003,Diabetes mellitus with complication,Y,02 Diabetes mellitus,E11 Type 2 diabetes mellitus,Diabetes
E113553,"Type 2 diabetes mellitus with stable proliferative diabetic retinopathy, bilateral",END005,"Diabetes mellitus, Type 2",N,02 Diabetes mellitus,E11 Type 2 diabetes mellitus,Diabetes
E113559,"Type 2 diabetes mellitus with stable proliferative diabetic retinopathy, unspecified eye",END003,Diabetes mellitus with complication,Y,02 Diabetes mellitus,E11 Type 2 diabetes mellitus,Diabetes
E113559,"Type 2 diabetes mellitus with stable proliferative diabetic retinopathy, unspecified eye",END005,"Diabetes mellitus, Type 2",N,02 Diabetes mellitus,E11 Type 2 diabetes mellitus,Diabetes
E11359,Type 2 diabetes mellitus with proliferative diabetic retinopathy without macular edema,END003,Diabetes mellitus with complication,Y,02 Diabetes mellitus,E11 Type 2 diabetes mellitus,Diabetes
E11359,Type 2 diabetes mellitus with proliferative diabetic retinopathy without macular edema,END005,"Diabetes mellitus, Type 2",N,02 Diabetes mellitus,E11 Type 2 diabetes mellitus,Diabetes
E113591,"Type 2 diabetes mellitus with proliferative diabetic retinopathy without macular edema, right eye",END003,Diabetes mellitus with complication,Y,02 Diabetes mellitus,E11 Type 2 diabetes mellitus,Diabetes
E113591,"Type 2 diabetes mellitus with proliferative diabetic retinopathy without macular edema, right eye",END005,"Diabetes mellitus, Type 2",N,02 Diabetes mellitus,E11 Type 2 diabetes mellitus,Diabetes
E113592,"Type 2 diabetes mellitus with proliferative diabetic retinopathy without macular edema, left eye",END003,Diabetes mellitus with complication,Y,02 Diabetes mellitus,E11 Type 2 diabetes mellitus,Diabetes
E113592,"Type 2 diabetes mellitus with proliferative diabetic retinopathy without macular edema, left eye",END005,"Diabetes mellitus, Type 2",N,02 Diabetes mellitus,E11 Type 2 diabetes mellitus,Diabetes
E113593,"Type 2 diabetes mellitus with proliferative diabetic retinopathy without macular edema, bilateral",END003,Diabetes mellitus with complication,Y,02 Diabetes mellitus,E11 Type 2 diabetes mellitus,Diabetes
E113593,"Type 2 diabetes mellitus with proliferative diabetic retinopathy without macular edema, bilateral",END005,"Diabetes mellitus, Type 2",N,02 Diabetes mellitus,E11 Type 2 diabetes mellitus,Diabetes
E113599,"Type 2 diabetes mellitus with proliferative diabetic retinopathy without macular edema, unspecified eye",END003,Diabetes mellitus with complication,Y,02 Diabetes mellitus,E11 Type 2 diabetes mellitus,Diabetes
E113599,"Type 2 diabetes mellitus with proliferative diabetic retinopathy without macular edema, unspecified eye",END005,"Diabetes mellitus, Type 2",N,02 Diabetes mellitus,E11 Type 2 diabetes mellitus,Diabetes
E1136,Type 2 diabetes mellitus with diabetic cataract,END003,Diabetes mellitus with complication,Y,02 Diabetes mellitus,E11 Type 2 diabetes mellitus,Diabetes
E1136,Type 2 diabetes mellitus with diabetic cataract,END005,"Diabetes mellitus, Type 2",N,02 Diabetes mellitus,E11 Type 2 diabetes mellitus,Diabetes
E1137X1,"Type 2 diabetes mellitus with diabetic macular edema, resolved following treatment, right eye",END003,Diabetes mellitus with complication,Y,02 Diabetes mellitus,E11 Type 2 diabetes mellitus,Diabetes
E1137X1,"Type 2 diabetes mellitus with diabetic macular edema, resolved following treatment, right eye",END005,"Diabetes mellitus, Type 2",N,02 Diabetes mellitus,E11 Type 2 diabetes mellitus,Diabetes
E1137X2,"Type 2 diabetes mellitus with diabetic macular edema, resolved following treatment, left eye",END003,Diabetes mellitus with complication,Y,02 Diabetes mellitus,E11 Type 2 diabetes mellitus,Diabetes
E1137X2,"Type 2 diabetes mellitus with diabetic macular edema, resolved following treatment, left eye",END005,"Diabetes mellitus, Type 2",N,02 Diabetes mellitus,E11 Type 2 diabetes mellitus,Diabetes
E1137X3,"Type 2 diabetes mellitus with diabetic macular edema, resolved following treatment, bilateral",END003,Diabetes mellitus with complication,Y,02 Diabetes mellitus,E11 Type 2 diabetes mellitus,Diabetes
E1137X3,"Type 2 diabetes mellitus with diabetic macular edema, resolved following treatment, bilateral",END005,"Diabetes mellitus, Type 2",N,02 Diabetes mellitus,E11 Type 2 diabetes mellitus,Diabetes
E1137X9,"Type 2 diabetes mellitus with diabetic macular edema, resolved following treatment, unspecified eye",END003,Diabetes mellitus with complication,Y,02 Diabetes mellitus,E11 Type 2 diabetes mellitus,Diabetes
E1137X9,"Type 2 diabetes mellitus with diabetic macular edema, resolved following treatment, unspecified eye",END005,"Diabetes mellitus, Type 2",N,02 Diabetes mellitus,E11 Type 2 diabetes mellitus,Diabetes
E1139,Type 2 diabetes mellitus with other diabetic ophthalmic complication,END003,Diabetes mellitus with complication,Y,02 Diabetes mellitus,E11 Type 2 diabetes mellitus,Diabetes
E1139,Type 2 diabetes mellitus with other diabetic ophthalmic complication,END005,"Diabetes mellitus, Type 2",N,02 Diabetes mellitus,E11 Type 2 diabetes mellitus,Diabetes
E1140,"Type 2 diabetes mellitus with diabetic neuropathy, unspecified",END003,Diabetes mellitus with complication,Y,02 Diabetes mellitus,E11 Type 2 diabetes mellitus,Diabetes
E1140,"Type 2 diabetes mellitus with diabetic neuropathy, unspecified",END005,"Diabetes mellitus, Type 2",N,02 Diabetes mellitus,E11 Type 2 diabetes mellitus,Diabetes
E1141,Type 2 diabetes mellitus with diabetic mononeuropathy,END003,Diabetes mellitus with complication,Y,02 Diabetes mellitus,E11 Type 2 diabetes mellitus,Diabetes
E1141,Type 2 diabetes mellitus with diabetic mononeuropathy,END005,"Diabetes mellitus, Type 2",N,02 Diabetes mellitus,E11 Type 2 diabetes mellitus,Diabetes
E1142,Type 2 diabetes mellitus with diabetic polyneuropathy,END003,Diabetes mellitus with complication,Y,02 Diabetes mellitus,E11 Type 2 diabetes mellitus,Diabetes
